File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF494KAM	bigWig	signal p-value	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF211VKF, ENCFF477ZKJ, ENCFF710SMS, ENCFF784XUE	153625432	ENCODE Processing Pipeline	fc353d51f00c240dc2117c923f828be4		https://www.encodeproject.org/files/ENCFF494KAM/@@download/ENCFF494KAM.bigWig	GRCh38				released	s3://encode-public/2017/07/19/88dcc88a-ab79-477a-96e8-12c064932669/ENCFF494KAM.bigWig				
ENCFF897QWE	bed narrowPeak	peaks and background as input for IDR	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF211VKF, ENCFF477ZKJ, ENCFF710SMS	4337491	ENCODE Processing Pipeline	29d45727b2bbac544b81fb5ac7353070		https://www.encodeproject.org/files/ENCFF897QWE/@@download/ENCFF897QWE.bed.gz	GRCh38				released	s3://encode-public/2017/07/19/10450f9d-04c2-470f-b830-79071c6d2c49/ENCFF897QWE.bed.gz				
ENCFF098XFA	bed narrowPeak	peaks and background as input for IDR	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF211VKF, ENCFF477ZKJ, ENCFF710SMS, ENCFF784XUE	4653213	ENCODE Processing Pipeline	59fc89f6047ba6e0076ce0a710f36546		https://www.encodeproject.org/files/ENCFF098XFA/@@download/ENCFF098XFA.bed.gz	GRCh38				released	s3://encode-public/2017/07/19/e46e325c-bb2d-46b9-aa19-cd46032932d3/ENCFF098XFA.bed.gz				
ENCFF287DEM	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF098XFA	11060222	ENCODE Processing Pipeline	ca0b07f62e8c219f5830cfcd43374d6c		https://www.encodeproject.org/files/ENCFF287DEM/@@download/ENCFF287DEM.bigBed	GRCh38				released	s3://encode-public/2017/07/19/f0e010bf-ca0c-4067-bc52-be1f173777a5/ENCFF287DEM.bigBed				
ENCFF350TKU	bed narrowPeak	conservative IDR thresholded peaks	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF098XFA, ENCFF317BNJ, ENCFF419RSJ, ENCFF897QWE	112681	ENCODE Processing Pipeline	4288c8eb9e0597e4544c6c37097a6323		https://www.encodeproject.org/files/ENCFF350TKU/@@download/ENCFF350TKU.bed.gz	GRCh38				released	s3://encode-public/2017/07/19/095cf45d-9b90-4e3a-9d31-bb1d184bc2ed/ENCFF350TKU.bed.gz				
ENCFF871ZOA	bigBed narrowPeak	peaks and background as input for IDR	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF317BNJ	7629008	ENCODE Processing Pipeline	00dc499f1d51a3e5f852310f3b2a3b08		https://www.encodeproject.org/files/ENCFF871ZOA/@@download/ENCFF871ZOA.bigBed	GRCh38				released	s3://encode-public/2017/07/19/cbf1de78-4e13-49f8-9d03-79c39257cda6/ENCFF871ZOA.bigBed				
ENCFF198QDA	bigWig	fold change over control	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1							ENCFF211VKF, ENCFF477ZKJ, ENCFF710SMS	298311452	ENCODE Processing Pipeline	a2c617ccb4763e69cb7ba563060ce34f		https://www.encodeproject.org/files/ENCFF198QDA/@@download/ENCFF198QDA.bigWig	GRCh38				released	s3://encode-public/2017/07/19/49b26bed-b4f4-4409-bbf7-7bc23b70f0c3/ENCFF198QDA.bigWig				
ENCFF577VFY	bigWig	signal p-value	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF477ZKJ, ENCFF784XUE	72464618	ENCODE Processing Pipeline	74e3a639dd6f39d4d482928319f76883		https://www.encodeproject.org/files/ENCFF577VFY/@@download/ENCFF577VFY.bigWig	GRCh38				released	s3://encode-public/2017/07/19/297aa142-33d0-4bfa-9207-f2cd09c13696/ENCFF577VFY.bigWig				
ENCFF317BNJ	bed narrowPeak	peaks and background as input for IDR	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				2							ENCFF477ZKJ, ENCFF784XUE	3585270	ENCODE Processing Pipeline	84f943300e0b1e2e8e55be4a20ab41a6		https://www.encodeproject.org/files/ENCFF317BNJ/@@download/ENCFF317BNJ.bed.gz	GRCh38				released	s3://encode-public/2017/07/19/8c050cb2-7ea9-41a4-a871-a5ff9c6f48e4/ENCFF317BNJ.bed.gz				
ENCFF432AQP	bed narrowPeak	optimal IDR thresholded peaks	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF098XFA, ENCFF317BNJ, ENCFF419RSJ, ENCFF897QWE	146581	ENCODE Processing Pipeline	fbb563270ff1dc6948f5e8b396636079		https://www.encodeproject.org/files/ENCFF432AQP/@@download/ENCFF432AQP.bed.gz	GRCh38				released	s3://encode-public/2017/07/19/dd78a1e4-8fa9-4785-82ef-e367b36bb908/ENCFF432AQP.bed.gz				
ENCFF264FWY	bigBed narrowPeak	optimal IDR thresholded peaks	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF432AQP	312321	ENCODE Processing Pipeline	062b9066d1f55e595494d9a9af702822		https://www.encodeproject.org/files/ENCFF264FWY/@@download/ENCFF264FWY.bigBed	GRCh38				released	s3://encode-public/2017/07/19/fb2e5069-bfa3-4d5f-9352-d47c95514901/ENCFF264FWY.bigBed				
ENCFF173WFH	bigBed narrowPeak	conservative IDR thresholded peaks	ENCSR000DZB	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ELK1-human	DNA		see document	see document		False	2012-05-14	ENCODE				1, 2							ENCFF350TKU	262068	ENCODE Processing Pipeline	313edb8884de768926c1ea2f7cf587a0		https://www.encodeproject.org/files/ENCFF173WFH/@@download/ENCFF173WFH.bigBed	GRCh38				released	s3://encode-public/2017/07/19/3d72e1d6-5842-455d-af62-43ca4af92a1d/ENCFF173WFH.bigBed				
ENCFF496IOG	bam	unfiltered alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1			100				ENCFF485UKV, ENCFF807MUK, ENCFF881QTR	6864559879	ENCODE Processing Pipeline	03ebe4e19973acd06702a8e782d640f4		https://www.encodeproject.org/files/ENCFF496IOG/@@download/ENCFF496IOG.bam	hg19				released	s3://encode-public/2018/02/22/22877fb6-e17d-49ce-baf3-9d0247506a49/ENCFF496IOG.bam				
ENCFF611NOA	bam	unfiltered alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2			100				ENCFF724KPM, ENCFF807MUK, ENCFF863GNT	5599833727	ENCODE Processing Pipeline	e9351d994d1c5ef8763401064c05914f		https://www.encodeproject.org/files/ENCFF611NOA/@@download/ENCFF611NOA.bam	hg19				released	s3://encode-public/2018/02/22/e5970bab-0b3e-4ed7-a840-5140b49a384f/ENCFF611NOA.bam				
ENCFF863GNT	fastq	reads	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2	1	100		paired-ended	2	ENCFF724KPM		2639663861	Michael Snyder, Stanford	b4c3f44057f989824c260a2555ee89d9	SRA:SRR5111424	https://www.encodeproject.org/files/ENCFF863GNT/@@download/ENCFF863GNT.fastq.gz			Illumina HiSeq 2000	/files/ENCFF002EFQ/	released	s3://encode-public/2016/05/03/81b03c6a-f021-4383-925e-284a9dc09e92/ENCFF863GNT.fastq.gz				
ENCFF724KPM	fastq	reads	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2	1	100		paired-ended	1	ENCFF863GNT		2569325379	Michael Snyder, Stanford	6501700db6a387d5a8db78d8341d099a	SRA:SRR5111424	https://www.encodeproject.org/files/ENCFF724KPM/@@download/ENCFF724KPM.fastq.gz			Illumina HiSeq 2000	/files/ENCFF002EFT/	released	s3://encode-public/2016/05/03/6b4f51bb-03cd-4e85-9d2a-3bd25d172926/ENCFF724KPM.fastq.gz				
ENCFF485UKV	fastq	reads	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	1	ENCFF881QTR		3185240813	Michael Snyder, Stanford	3128a3b123cda01cede94b1744be1330	SRA:SRR5111423	https://www.encodeproject.org/files/ENCFF485UKV/@@download/ENCFF485UKV.fastq.gz			Illumina HiSeq 2000	/files/ENCFF002EFT/	released	s3://encode-public/2016/05/03/a0444f96-fbb2-4ffb-b18c-66e3e7af82f1/ENCFF485UKV.fastq.gz				
ENCFF881QTR	fastq	reads	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	2	ENCFF485UKV		3260774220	Michael Snyder, Stanford	c6c0bdf602521d8c9ee519e8d7e43658	SRA:SRR5111423	https://www.encodeproject.org/files/ENCFF881QTR/@@download/ENCFF881QTR.fastq.gz			Illumina HiSeq 2000	/files/ENCFF002EFQ/	released	s3://encode-public/2016/05/03/ff2edf5b-b05e-41b3-b806-dd2055c6f6ae/ENCFF881QTR.fastq.gz				
ENCFF784FIO	bam	alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2							ENCFF724KPM, ENCFF807MUK, ENCFF863GNT	4350279725	ENCODE Processing Pipeline	1cd169e25c4bb9eadc235cc5315e89b8		https://www.encodeproject.org/files/ENCFF784FIO/@@download/ENCFF784FIO.bam	hg19				released	s3://encode-public/2016/05/18/cccc1704-3a6c-4d21-b48b-61071fa7aa9c/ENCFF784FIO.bam				
ENCFF282JRK	bam	alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1							ENCFF485UKV, ENCFF807MUK, ENCFF881QTR	5495085832	ENCODE Processing Pipeline	872d6a355a1d5f314dd2d91ce7780448		https://www.encodeproject.org/files/ENCFF282JRK/@@download/ENCFF282JRK.bam	hg19				released	s3://encode-public/2016/05/18/1fa5e4b2-b222-4144-b778-e3dc4f4614c4/ENCFF282JRK.bam				
ENCFF399VDI	bigWig	signal p-value	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1							ENCFF282JRK, ENCFF941TZZ	1129249236	ENCODE Processing Pipeline	57d3c889e6d1a4b7c1d7a246e00dfb1c		https://www.encodeproject.org/files/ENCFF399VDI/@@download/ENCFF399VDI.bigWig	hg19				released	s3://encode-public/2016/08/23/a104afe7-cf79-4f7f-b8f0-8db544cde1d9/ENCFF399VDI.bigWig				
ENCFF769NXS	bigWig	signal p-value	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF282JRK, ENCFF784FIO, ENCFF941TZZ	1481023593	ENCODE Processing Pipeline	14ae29e0bbafa03326e8e7637cb0c570		https://www.encodeproject.org/files/ENCFF769NXS/@@download/ENCFF769NXS.bigWig	hg19				released	s3://encode-public/2016/08/23/f969542c-f136-48a0-9179-327581e2e1c2/ENCFF769NXS.bigWig				
ENCFF333QOF	bigWig	fold change over control	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1							ENCFF282JRK, ENCFF941TZZ	1388018131	ENCODE Processing Pipeline	8ae0f34f643e5e3cf8a6ca69f3d6e5b3		https://www.encodeproject.org/files/ENCFF333QOF/@@download/ENCFF333QOF.bigWig	hg19				released	s3://encode-public/2016/08/23/76433fdb-55bd-40f1-9aea-93f8a4bfea77/ENCFF333QOF.bigWig				
ENCFF055NJR	bed narrowPeak	optimal IDR thresholded peaks	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF001TDO, ENCFF174HNI, ENCFF211SVA, ENCFF635TWM	704612	ENCODE Processing Pipeline	983d50b2025e7cdf2bf584b28e2275d6		https://www.encodeproject.org/files/ENCFF055NJR/@@download/ENCFF055NJR.bed.gz	hg19				released	s3://encode-public/2016/08/23/910fa392-41c2-438d-94d9-ad17557f9363/ENCFF055NJR.bed.gz				
ENCFF435VUV	bigWig	signal p-value	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2							ENCFF784FIO, ENCFF941TZZ	1006318522	ENCODE Processing Pipeline	5238fdc69153a415425e1edabae6f293		https://www.encodeproject.org/files/ENCFF435VUV/@@download/ENCFF435VUV.bigWig	hg19				released	s3://encode-public/2016/08/23/25f8c5f9-90d0-485f-81a9-c0dd24edb033/ENCFF435VUV.bigWig				
ENCFF039YMB	bigBed narrowPeak	peaks and background as input for IDR	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2							ENCFF211SVA	12893135	ENCODE Processing Pipeline	0788b402bd28c5da7b7178f3f93c2e60		https://www.encodeproject.org/files/ENCFF039YMB/@@download/ENCFF039YMB.bigBed	hg19				released	s3://encode-public/2016/08/23/4a403154-b00c-4fbb-9d5f-5664460a8fe3/ENCFF039YMB.bigBed				
ENCFF710VQZ	bigWig	fold change over control	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2							ENCFF784FIO, ENCFF941TZZ	1155362310	ENCODE Processing Pipeline	e5e113f5febf58fc8379badc78366a00		https://www.encodeproject.org/files/ENCFF710VQZ/@@download/ENCFF710VQZ.bigWig	hg19				released	s3://encode-public/2016/08/23/2272f7fd-afe7-4218-bcb9-4041aa3eec4c/ENCFF710VQZ.bigWig				
ENCFF635TWM	bed narrowPeak	peaks and background as input for IDR	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF282JRK, ENCFF784FIO, ENCFF941TZZ	7225063	ENCODE Processing Pipeline	d49e7f439f2c62531e91369254d32009		https://www.encodeproject.org/files/ENCFF635TWM/@@download/ENCFF635TWM.bed.gz	hg19				released	s3://encode-public/2016/08/23/fa0b8508-2c7f-42a8-aae4-c3385f2b4d3a/ENCFF635TWM.bed.gz				
ENCFF081XCC	bigBed narrowPeak	peaks and background as input for IDR	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF635TWM	12779848	ENCODE Processing Pipeline	cdaef61794cf092a33b32b7a0bb861f4		https://www.encodeproject.org/files/ENCFF081XCC/@@download/ENCFF081XCC.bigBed	hg19				released	s3://encode-public/2016/08/23/ba487d6d-db84-42ab-895f-0e83ce3aa800/ENCFF081XCC.bigBed				
ENCFF243AQY	bigBed narrowPeak	conservative IDR thresholded peaks	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF257OPZ	1451228	ENCODE Processing Pipeline	bcb4af347fcf2f39cc6cf43f9ec0a1cc		https://www.encodeproject.org/files/ENCFF243AQY/@@download/ENCFF243AQY.bigBed	hg19				released	s3://encode-public/2016/08/23/6457989b-6097-4fdc-a429-7f491f4ed67a/ENCFF243AQY.bigBed				
ENCFF601VCM	bigWig	fold change over control	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF282JRK, ENCFF784FIO, ENCFF941TZZ	1871597241	ENCODE Processing Pipeline	0473e2ed911c1cfd615db53d285bbad7		https://www.encodeproject.org/files/ENCFF601VCM/@@download/ENCFF601VCM.bigWig	hg19				released	s3://encode-public/2016/08/23/22b55c72-fe2f-4923-b5e0-fe8ee10600d1/ENCFF601VCM.bigWig				
ENCFF174HNI	bed narrowPeak	peaks and background as input for IDR	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1							ENCFF282JRK, ENCFF941TZZ	6989177	ENCODE Processing Pipeline	e0dc0395c4fcbd87d364ab2b3661eced		https://www.encodeproject.org/files/ENCFF174HNI/@@download/ENCFF174HNI.bed.gz	hg19				released	s3://encode-public/2016/08/23/f54b8eb1-f9b8-430b-9668-0210e77c6c80/ENCFF174HNI.bed.gz				
ENCFF211SVA	bed narrowPeak	peaks and background as input for IDR	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2							ENCFF784FIO, ENCFF941TZZ	6924816	ENCODE Processing Pipeline	5528a183e778bf623e56668345a1f83d		https://www.encodeproject.org/files/ENCFF211SVA/@@download/ENCFF211SVA.bed.gz	hg19				released	s3://encode-public/2016/08/23/20811368-e4e5-4fdb-9025-e0a66a8061b5/ENCFF211SVA.bed.gz				
ENCFF765EBK	bigBed narrowPeak	peaks and background as input for IDR	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1							ENCFF174HNI	12832601	ENCODE Processing Pipeline	c5ab169fc7fc20d0f381e34cd5c6305b		https://www.encodeproject.org/files/ENCFF765EBK/@@download/ENCFF765EBK.bigBed	hg19				released	s3://encode-public/2016/08/23/1b84c684-fc0d-481b-84fe-f132cb647f5f/ENCFF765EBK.bigBed				
ENCFF257OPZ	bed narrowPeak	conservative IDR thresholded peaks	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF001TDO, ENCFF174HNI, ENCFF211SVA, ENCFF635TWM	678523	ENCODE Processing Pipeline	9abb0314463e065dfc4d65defa687423		https://www.encodeproject.org/files/ENCFF257OPZ/@@download/ENCFF257OPZ.bed.gz	hg19				released	s3://encode-public/2016/08/23/2870546f-3222-40ce-9ce5-2631d6808e8a/ENCFF257OPZ.bed.gz				
ENCFF774BQI	bigBed narrowPeak	optimal IDR thresholded peaks	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF055NJR	1504226	ENCODE Processing Pipeline	21dfb5512ab1669f20dc9d75e1b9c9b4		https://www.encodeproject.org/files/ENCFF774BQI/@@download/ENCFF774BQI.bigBed	hg19				released	s3://encode-public/2016/08/23/75399585-fe7f-4cc3-bc83-eb22b624eb0d/ENCFF774BQI.bigBed				
ENCFF384CXB	bam	unfiltered alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2			100				ENCFF643CGH, ENCFF724KPM, ENCFF863GNT	5601295288	ENCODE Processing Pipeline	5cd74e01e8d76f936d1609cf6c48dfb2		https://www.encodeproject.org/files/ENCFF384CXB/@@download/ENCFF384CXB.bam	GRCh38				released	s3://encode-public/2016/10/09/a862da33-cd62-46a0-8b29-e28b535e44a2/ENCFF384CXB.bam				
ENCFF727ATN	bam	unfiltered alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1			100				ENCFF485UKV, ENCFF643CGH, ENCFF881QTR	6866495846	ENCODE Processing Pipeline	fe4f563a5620eda6dd795d56f942787a		https://www.encodeproject.org/files/ENCFF727ATN/@@download/ENCFF727ATN.bam	GRCh38				released	s3://encode-public/2016/10/09/d6194a92-c6b6-4875-823c-bd179e53f3fa/ENCFF727ATN.bam				
ENCFF382USC	bam	alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2			100				ENCFF643CGH, ENCFF724KPM, ENCFF863GNT	4357820758	ENCODE Processing Pipeline	378d6ff843d692113680cdbeeb59bce5		https://www.encodeproject.org/files/ENCFF382USC/@@download/ENCFF382USC.bam	GRCh38				released	s3://encode-public/2016/10/09/f0494500-c6c1-4852-acc8-f3875c07562e/ENCFF382USC.bam				
ENCFF722EAP	bam	alignments	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1			100				ENCFF485UKV, ENCFF643CGH, ENCFF881QTR	5503884084	ENCODE Processing Pipeline	fc0ff15a094b95d221c1df6a8d4d917b		https://www.encodeproject.org/files/ENCFF722EAP/@@download/ENCFF722EAP.bam	GRCh38				released	s3://encode-public/2016/10/09/661934fa-4300-41b9-9844-5347126c0b17/ENCFF722EAP.bam				
ENCFF527OCV	bigWig	signal p-value	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1							ENCFF722EAP, ENCFF879YMO	1383067557	ENCODE Processing Pipeline	504a80a60785ddf37e0374bddb261aa2		https://www.encodeproject.org/files/ENCFF527OCV/@@download/ENCFF527OCV.bigWig	GRCh38				released	s3://encode-public/2016/10/18/2bdba88b-3201-4771-b3b4-7abb9858e8d7/ENCFF527OCV.bigWig				
ENCFF415UPO	bigWig	signal p-value	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2							ENCFF382USC, ENCFF879YMO	1108513738	ENCODE Processing Pipeline	606cf04cbb0a003ea7ba84f11b02b5e2		https://www.encodeproject.org/files/ENCFF415UPO/@@download/ENCFF415UPO.bigWig	GRCh38				released	s3://encode-public/2016/10/18/87daccfa-d1ab-460a-bcc2-88af7380d9fb/ENCFF415UPO.bigWig				
ENCFF506WXJ	bigWig	signal p-value	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF382USC, ENCFF722EAP, ENCFF879YMO	1510908176	ENCODE Processing Pipeline	1534c029eb8c744fbdbf381cd0cb2c40		https://www.encodeproject.org/files/ENCFF506WXJ/@@download/ENCFF506WXJ.bigWig	GRCh38				released	s3://encode-public/2016/10/18/0b869624-23b9-4739-86d3-3fd466fc3d94/ENCFF506WXJ.bigWig				
ENCFF947NHL	bigWig	fold change over control	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1							ENCFF722EAP, ENCFF879YMO	1333248021	ENCODE Processing Pipeline	c940e6e338174c3256c91afc9b74116e		https://www.encodeproject.org/files/ENCFF947NHL/@@download/ENCFF947NHL.bigWig	GRCh38				released	s3://encode-public/2016/10/18/5cdcaeba-bf24-4969-a264-1a08049d3522/ENCFF947NHL.bigWig				
ENCFF481AJQ	bigWig	fold change over control	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2							ENCFF382USC, ENCFF879YMO	1165874982	ENCODE Processing Pipeline	f21f7505a8cb11b7e73f48c741b6ddac		https://www.encodeproject.org/files/ENCFF481AJQ/@@download/ENCFF481AJQ.bigWig	GRCh38				released	s3://encode-public/2016/10/18/338ea85b-7b93-409e-9fd2-0f4ef5b87502/ENCFF481AJQ.bigWig				
ENCFF355PIJ	bigWig	fold change over control	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF382USC, ENCFF722EAP, ENCFF879YMO	1905802489	ENCODE Processing Pipeline	acaa6ad4cfeb2271ec74dcb3d738139b		https://www.encodeproject.org/files/ENCFF355PIJ/@@download/ENCFF355PIJ.bigWig	GRCh38				released	s3://encode-public/2016/10/18/4dbc4ed2-e1f0-4b2d-84c5-92460e1fbde0/ENCFF355PIJ.bigWig				
ENCFF444AXF	bed narrowPeak	peaks and background as input for IDR	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1							ENCFF722EAP, ENCFF879YMO	6892632	ENCODE Processing Pipeline	d6139e501b7b802889adc46eb9b04285		https://www.encodeproject.org/files/ENCFF444AXF/@@download/ENCFF444AXF.bed.gz	GRCh38				released	s3://encode-public/2016/10/18/be86897e-c498-435e-96c3-89009129bc96/ENCFF444AXF.bed.gz				
ENCFF021IFH	bed narrowPeak	peaks and background as input for IDR	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				2							ENCFF382USC, ENCFF879YMO	6910991	ENCODE Processing Pipeline	82a1d18d4f9fc89d345d426eb866048a		https://www.encodeproject.org/files/ENCFF021IFH/@@download/ENCFF021IFH.bed.gz	GRCh38				released	s3://encode-public/2016/10/18/4a05bfd3-c89c-4ec9-b9e7-df7e7fb33445/ENCFF021IFH.bed.gz				
ENCFF184KVH	bed narrowPeak	peaks and background as input for IDR	ENCSR278SQL	ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NBN-human	DNA					False	2016-08-24	ENCODE				1, 2							ENCFF382USC, ENCFF722EAP, ENCFF879YMO	7280057	ENCODE Processing Pipeline	7daaa03d4497b5569918616b21ca1002		https://www.encodeproject.org/files/ENCFF184KVH/@@download/ENCFF184KVH.bed.gz	GRCh38				released	s3://encode-public/2016/10/18/47e93a2b-2e7e-48f8-8c64-107a8b1937d2/ENCFF184KVH.bed.gz				
